consumption_id,icp_id,retailer_id,price_category_code,region,billing_month,billing_period_start,billing_period_end,icp_days,price_year,expected_delivery_charge_unrounded,component_count,expected_delivery_charge,data_origin
ICP000052-202604,ICP000052,RET001,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,69.28633907,6,69.29,Calculated from public prices and simulated quantities
ICP000053-202604,ICP000053,RET003,RSC,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,2026,82.68738784,6,82.69,Calculated from public prices and simulated quantities
ICP000054-202604,ICP000054,RET002,RSC,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,108.70330401999999,6,108.7,Calculated from public prices and simulated quantities
ICP000055-202604,ICP000055,RET001,RES,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,2026,90.80544078,6,90.81,Calculated from public prices and simulated quantities
ICP000056-202604,ICP000056,RET005,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,75.5731472,6,75.57,Calculated from public prices and simulated quantities
ICP000057-202604,ICP000057,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,122.61799384,6,122.62,Calculated from public prices and simulated quantities
ICP000058-202604,ICP000058,RET003,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,69.03644547,6,69.04,Calculated from public prices and simulated quantities
ICP000059-202604,ICP000059,RET002,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,88.41846292000001,6,88.42,Calculated from public prices and simulated quantities
ICP000060-202604,ICP000060,RET002,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,54.90167448,6,54.9,Calculated from public prices and simulated quantities
ICP000061-202604,ICP000061,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,64.98881813,6,64.99,Calculated from public prices and simulated quantities
ICP000062-202604,ICP000062,RET002,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,75.79628796,6,75.8,Calculated from public prices and simulated quantities
ICP000063-202604,ICP000063,RET002,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,110.49004009000001,6,110.49,Calculated from public prices and simulated quantities
ICP000064-202604,ICP000064,RET002,RES,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,2026,75.09732624,6,75.1,Calculated from public prices and simulated quantities
ICP000065-202604,ICP000065,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,59.55016902,6,59.55,Calculated from public prices and simulated quantities
ICP000066-202604,ICP000066,RET002,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,90.57985986999999,6,90.58,Calculated from public prices and simulated quantities
ICP000067-202604,ICP000067,RET004,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,69.81824112000001,6,69.82,Calculated from public prices and simulated quantities
ICP000068-202604,ICP000068,RET004,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,62.96158812,6,62.96,Calculated from public prices and simulated quantities
ICP000069-202604,ICP000069,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,65.10784105,6,65.11,Calculated from public prices and simulated quantities
ICP000070-202604,ICP000070,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,73.93281532,6,73.93,Calculated from public prices and simulated quantities
ICP000071-202604,ICP000071,RET002,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,57.91241307,6,57.91,Calculated from public prices and simulated quantities
ICP000072-202604,ICP000072,RET004,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,74.54624727,6,74.55,Calculated from public prices and simulated quantities
ICP000073-202604,ICP000073,RET002,RSC,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,2026,81.61594814,6,81.62,Calculated from public prices and simulated quantities
ICP000074-202604,ICP000074,RET003,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,62.98181091,6,62.98,Calculated from public prices and simulated quantities
ICP000075-202604,ICP000075,RET003,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,59.17230552,6,59.17,Calculated from public prices and simulated quantities
ICP000076-202604,ICP000076,RET003,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,73.69044045999999,6,73.69,Calculated from public prices and simulated quantities
ICP000077-202604,ICP000077,RET002,RES,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,2026,62.24130389,6,62.24,Calculated from public prices and simulated quantities
ICP000078-202604,ICP000078,RET003,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,77.04458188000001,6,77.04,Calculated from public prices and simulated quantities
ICP000079-202604,ICP000079,RET002,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,63.1168709,6,63.12,Calculated from public prices and simulated quantities
ICP000080-202604,ICP000080,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,54.52535313,6,54.53,Calculated from public prices and simulated quantities
ICP000081-202604,ICP000081,RET003,RSU,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,89.18765624999999,6,89.19,Calculated from public prices and simulated quantities
ICP000082-202604,ICP000082,RET003,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,47.51613591,6,47.52,Calculated from public prices and simulated quantities
ICP000083-202604,ICP000083,RET003,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,79.06826173,6,79.07,Calculated from public prices and simulated quantities
ICP000084-202604,ICP000084,RET004,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,55.59558935,6,55.6,Calculated from public prices and simulated quantities
ICP000085-202604,ICP000085,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,121.87732426000001,6,121.88,Calculated from public prices and simulated quantities
ICP000086-202604,ICP000086,RET004,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,54.08233894,6,54.08,Calculated from public prices and simulated quantities
ICP000087-202604,ICP000087,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,75.65969296,6,75.66,Calculated from public prices and simulated quantities
ICP000088-202604,ICP000088,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,83.64066258,6,83.64,Calculated from public prices and simulated quantities
ICP000089-202604,ICP000089,RET004,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,55.58703323,6,55.59,Calculated from public prices and simulated quantities
ICP000090-202604,ICP000090,RET002,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,58.74444548,6,58.74,Calculated from public prices and simulated quantities
ICP000091-202604,ICP000091,RET004,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,60.39081841,6,60.39,Calculated from public prices and simulated quantities
ICP000092-202604,ICP000092,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,72.23167638000001,6,72.23,Calculated from public prices and simulated quantities
ICP000093-202604,ICP000093,RET005,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,60.637781770000004,6,60.64,Calculated from public prices and simulated quantities
ICP000094-202604,ICP000094,RET005,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,58.581690630000004,6,58.58,Calculated from public prices and simulated quantities
ICP000095-202604,ICP000095,RET001,RES,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,2026,77.30554855999999,6,77.31,Calculated from public prices and simulated quantities
ICP000096-202604,ICP000096,RET002,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,62.628268059999996,6,62.63,Calculated from public prices and simulated quantities
ICP000097-202604,ICP000097,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,71.47829942999999,6,71.48,Calculated from public prices and simulated quantities
ICP000098-202604,ICP000098,RET005,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,57.48625985,6,57.49,Calculated from public prices and simulated quantities
ICP000099-202604,ICP000099,RET003,RSC,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,84.09973124,6,84.1,Calculated from public prices and simulated quantities
ICP000100-202604,ICP000100,RET003,RSC,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,2026,88.42363144,6,88.42,Calculated from public prices and simulated quantities
ICP000101-202604,ICP000101,RET003,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,99.2013376,6,99.2,Calculated from public prices and simulated quantities
ICP000102-202604,ICP000102,RET001,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,77.13630166,6,77.14,Calculated from public prices and simulated quantities
ICP000103-202604,ICP000103,RET002,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,94.30817230999999,6,94.31,Calculated from public prices and simulated quantities
ICP000104-202604,ICP000104,RET005,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,83.86629719,6,83.87,Calculated from public prices and simulated quantities
ICP000105-202604,ICP000105,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,111.32497083999999,6,111.32,Calculated from public prices and simulated quantities
ICP000106-202604,ICP000106,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,61.89318822,6,61.89,Calculated from public prices and simulated quantities
ICP000107-202604,ICP000107,RET004,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,64.97725154999999,6,64.98,Calculated from public prices and simulated quantities
ICP000108-202604,ICP000108,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,57.97341678,6,57.97,Calculated from public prices and simulated quantities
ICP000109-202604,ICP000109,RET001,RSC,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,84.59155093,6,84.59,Calculated from public prices and simulated quantities
ICP000110-202604,ICP000110,RET002,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,75.1236329,6,75.12,Calculated from public prices and simulated quantities
ICP000111-202604,ICP000111,RET002,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,74.8807573,6,74.88,Calculated from public prices and simulated quantities
ICP000112-202604,ICP000112,RET003,RSU,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,72.49328825,6,72.49,Calculated from public prices and simulated quantities
ICP000113-202604,ICP000113,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,80.84437251,6,80.84,Calculated from public prices and simulated quantities
ICP000114-202604,ICP000114,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,83.45331232,6,83.45,Calculated from public prices and simulated quantities
ICP000115-202604,ICP000115,RET004,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,98.77919662000001,6,98.78,Calculated from public prices and simulated quantities
ICP000116-202604,ICP000116,RET002,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,70.1982133,6,70.2,Calculated from public prices and simulated quantities
ICP000117-202604,ICP000117,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,84.15171095,6,84.15,Calculated from public prices and simulated quantities
ICP000118-202604,ICP000118,RET003,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,73.67460438,6,73.67,Calculated from public prices and simulated quantities
ICP000119-202604,ICP000119,RET004,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,84.56864893,6,84.57,Calculated from public prices and simulated quantities
ICP000120-202604,ICP000120,RET004,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,89.26743379000001,6,89.27,Calculated from public prices and simulated quantities
ICP000121-202604,ICP000121,RET002,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,64.83422535,6,64.83,Calculated from public prices and simulated quantities
ICP000122-202604,ICP000122,RET005,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,63.70602751,6,63.71,Calculated from public prices and simulated quantities
ICP000123-202604,ICP000123,RET005,RSU,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,117.78654496,6,117.79,Calculated from public prices and simulated quantities
ICP000124-202604,ICP000124,RET004,RES,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,2026,48.45729513,6,48.46,Calculated from public prices and simulated quantities
ICP000125-202604,ICP000125,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,59.8951231,6,59.9,Calculated from public prices and simulated quantities
ICP000126-202604,ICP000126,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,81.49323545,6,81.49,Calculated from public prices and simulated quantities
ICP000127-202604,ICP000127,RET001,RSU,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,74.3866734,6,74.39,Calculated from public prices and simulated quantities
ICP000128-202604,ICP000128,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,53.09612577,6,53.1,Calculated from public prices and simulated quantities
ICP000129-202604,ICP000129,RET002,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,67.25089719,6,67.25,Calculated from public prices and simulated quantities
ICP000130-202604,ICP000130,RET001,RSU,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,79.75877194,6,79.76,Calculated from public prices and simulated quantities
ICP000131-202604,ICP000131,RET001,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,105.83772401,6,105.84,Calculated from public prices and simulated quantities
ICP000132-202604,ICP000132,RET002,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,87.89161537000001,6,87.89,Calculated from public prices and simulated quantities
ICP000133-202604,ICP000133,RET002,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,75.30749214,6,75.31,Calculated from public prices and simulated quantities
ICP000134-202604,ICP000134,RET004,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,65.68602165,6,65.69,Calculated from public prices and simulated quantities
ICP000135-202604,ICP000135,RET001,RSC,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,2026,100.82172840999999,6,100.82,Calculated from public prices and simulated quantities
ICP000136-202604,ICP000136,RET001,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,52.7961565,6,52.8,Calculated from public prices and simulated quantities
ICP000137-202604,ICP000137,RET004,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,93.79624639000001,6,93.8,Calculated from public prices and simulated quantities
ICP000138-202604,ICP000138,RET001,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,61.7061249,6,61.71,Calculated from public prices and simulated quantities
ICP000139-202604,ICP000139,RET003,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,66.46410893000001,6,66.46,Calculated from public prices and simulated quantities
ICP000140-202604,ICP000140,RET002,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,86.52099101,6,86.52,Calculated from public prices and simulated quantities
ICP000141-202604,ICP000141,RET002,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,47.55437083,6,47.55,Calculated from public prices and simulated quantities
ICP000142-202604,ICP000142,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,51.4410047,6,51.44,Calculated from public prices and simulated quantities
ICP000143-202604,ICP000143,RET002,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,68.32276031,6,68.32,Calculated from public prices and simulated quantities
ICP000144-202604,ICP000144,RET001,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,111.50055945,6,111.5,Calculated from public prices and simulated quantities
ICP000145-202604,ICP000145,RET004,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,49.60971105,6,49.61,Calculated from public prices and simulated quantities
ICP000146-202604,ICP000146,RET002,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,93.72068161,6,93.72,Calculated from public prices and simulated quantities
ICP000147-202604,ICP000147,RET003,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,59.15753157,6,59.16,Calculated from public prices and simulated quantities
ICP000148-202604,ICP000148,RET005,URES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,76.38385407999999,6,76.38,Calculated from public prices and simulated quantities
ICP000149-202604,ICP000149,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,59.93280562,6,59.93,Calculated from public prices and simulated quantities
ICP000150-202604,ICP000150,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,45.39693417,6,45.4,Calculated from public prices and simulated quantities
ICP000151-202604,ICP000151,RET003,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,118.75086574,6,118.75,Calculated from public prices and simulated quantities
ICP000152-202604,ICP000152,RET002,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,51.56549381,6,51.57,Calculated from public prices and simulated quantities
ICP000153-202604,ICP000153,RET003,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,63.30591967,6,63.31,Calculated from public prices and simulated quantities
ICP000154-202604,ICP000154,RET002,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,66.55591556,6,66.56,Calculated from public prices and simulated quantities
ICP000155-202604,ICP000155,RET004,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,108.03246333,6,108.03,Calculated from public prices and simulated quantities
ICP000156-202604,ICP000156,RET002,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,75.36479211,6,75.36,Calculated from public prices and simulated quantities
ICP000157-202604,ICP000157,RET005,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,46.02013264,6,46.02,Calculated from public prices and simulated quantities
ICP000158-202604,ICP000158,RET005,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,39.09864676,6,39.1,Calculated from public prices and simulated quantities
ICP000159-202604,ICP000159,RET001,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,73.66505729,6,73.67,Calculated from public prices and simulated quantities
ICP000160-202604,ICP000160,RET003,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,75.10808794,6,75.11,Calculated from public prices and simulated quantities
ICP000161-202604,ICP000161,RET003,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,73.67306391,6,73.67,Calculated from public prices and simulated quantities
ICP000162-202604,ICP000162,RET001,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,64.30240112,6,64.3,Calculated from public prices and simulated quantities
ICP000163-202604,ICP000163,RET003,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,79.06274424,6,79.06,Calculated from public prices and simulated quantities
ICP000164-202604,ICP000164,RET001,RSU,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,85.79460761,6,85.79,Calculated from public prices and simulated quantities
ICP000165-202604,ICP000165,RET001,RSC,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,129.42675255,6,129.43,Calculated from public prices and simulated quantities
ICP000166-202604,ICP000166,RET005,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,91.01434085,6,91.01,Calculated from public prices and simulated quantities
ICP000167-202604,ICP000167,RET002,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,78.26444734,6,78.26,Calculated from public prices and simulated quantities
ICP000168-202604,ICP000168,RET001,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,73.80287995,6,73.8,Calculated from public prices and simulated quantities
ICP000169-202604,ICP000169,RET005,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,68.61349315,6,68.61,Calculated from public prices and simulated quantities
ICP000170-202604,ICP000170,RET003,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,68.88497416,6,68.88,Calculated from public prices and simulated quantities
ICP000171-202604,ICP000171,RET002,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,56.44086082,6,56.44,Calculated from public prices and simulated quantities
ICP000172-202604,ICP000172,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,64.30587951,6,64.31,Calculated from public prices and simulated quantities
ICP000173-202604,ICP000173,RET004,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,51.534660460000005,6,51.53,Calculated from public prices and simulated quantities
ICP000174-202604,ICP000174,RET005,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,53.978587919999995,6,53.98,Calculated from public prices and simulated quantities
ICP000175-202604,ICP000175,RET003,RSC,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,79.72209505000001,6,79.72,Calculated from public prices and simulated quantities
ICP000176-202604,ICP000176,RET005,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,78.64662693,6,78.65,Calculated from public prices and simulated quantities
ICP000177-202604,ICP000177,RET003,RSC,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,124.46036671,6,124.46,Calculated from public prices and simulated quantities
ICP000178-202604,ICP000178,RET004,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,66.18034184,6,66.18,Calculated from public prices and simulated quantities
ICP000179-202604,ICP000179,RET001,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,53.82546575,6,53.83,Calculated from public prices and simulated quantities
ICP000180-202604,ICP000180,RET005,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,70.53505664,6,70.54,Calculated from public prices and simulated quantities
ICP000181-202604,ICP000181,RET002,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,56.26992801,6,56.27,Calculated from public prices and simulated quantities
ICP000182-202604,ICP000182,RET002,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,122.6832388,6,122.68,Calculated from public prices and simulated quantities
ICP000183-202604,ICP000183,RET002,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,107.87819354,6,107.88,Calculated from public prices and simulated quantities
ICP000184-202604,ICP000184,RET002,RES,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,2026,76.92838815,6,76.93,Calculated from public prices and simulated quantities
ICP000185-202604,ICP000185,RET004,RES,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,2026,64.02398591000001,6,64.02,Calculated from public prices and simulated quantities
ICP000186-202604,ICP000186,RET002,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,95.34185421000001,6,95.34,Calculated from public prices and simulated quantities
ICP000187-202604,ICP000187,RET002,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,77.59496382,6,77.59,Calculated from public prices and simulated quantities
ICP000188-202604,ICP000188,RET004,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,90.59414656,6,90.59,Calculated from public prices and simulated quantities
ICP000189-202604,ICP000189,RET005,RSC,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,2026,103.68665206,6,103.69,Calculated from public prices and simulated quantities
ICP000190-202604,ICP000190,RET005,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,60.37759985,6,60.38,Calculated from public prices and simulated quantities
ICP000191-202604,ICP000191,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,64.85823078,6,64.86,Calculated from public prices and simulated quantities
ICP000192-202604,ICP000192,RET002,RES,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,2026,67.8337379,6,67.83,Calculated from public prices and simulated quantities
ICP000193-202604,ICP000193,RET004,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,96.47075076,6,96.47,Calculated from public prices and simulated quantities
ICP000194-202604,ICP000194,RET002,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,74.04993559,6,74.05,Calculated from public prices and simulated quantities
ICP000195-202604,ICP000195,RET002,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,81.77645473,6,81.78,Calculated from public prices and simulated quantities
ICP000196-202604,ICP000196,RET002,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,71.70997329,6,71.71,Calculated from public prices and simulated quantities
ICP000197-202604,ICP000197,RET004,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,64.66362347,6,64.66,Calculated from public prices and simulated quantities
ICP000198-202604,ICP000198,RET002,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,74.69400354999999,6,74.69,Calculated from public prices and simulated quantities
ICP000199-202604,ICP000199,RET003,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,71.47786596,6,71.48,Calculated from public prices and simulated quantities
ICP000200-202604,ICP000200,RET002,RES,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,2026,71.53259418,6,71.53,Calculated from public prices and simulated quantities
ICP000201-202604,ICP000201,RET001,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,69.17324963,6,69.17,Calculated from public prices and simulated quantities
ICP000202-202604,ICP000202,RET005,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,86.96004225,6,86.96,Calculated from public prices and simulated quantities
ICP000203-202604,ICP000203,RET004,URES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,56.6239043,6,56.62,Calculated from public prices and simulated quantities
ICP000204-202604,ICP000204,RET005,RSU,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,94.50637766,6,94.51,Calculated from public prices and simulated quantities
ICP000205-202604,ICP000205,RET005,URES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,71.18080564,6,71.18,Calculated from public prices and simulated quantities
ICP000206-202604,ICP000206,RET001,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,116.70599053,6,116.71,Calculated from public prices and simulated quantities
ICP000207-202604,ICP000207,RET001,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,81.02374241,6,81.02,Calculated from public prices and simulated quantities
ICP000208-202604,ICP000208,RET003,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,66.52935587,6,66.53,Calculated from public prices and simulated quantities
ICP000209-202604,ICP000209,RET001,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,65.68901998,6,65.69,Calculated from public prices and simulated quantities
ICP000210-202604,ICP000210,RET003,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,63.14225653,6,63.14,Calculated from public prices and simulated quantities
ICP000211-202604,ICP000211,RET002,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,2026,78.98206943,6,78.98,Calculated from public prices and simulated quantities
ICP000212-202604,ICP000212,RET002,RES,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,2026,52.26466296,6,52.26,Calculated from public prices and simulated quantities
ICP000213-202604,ICP000213,RET002,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,123.89278501999999,6,123.89,Calculated from public prices and simulated quantities
ICP000214-202604,ICP000214,RET002,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,75.11042878,6,75.11,Calculated from public prices and simulated quantities
ICP000215-202604,ICP000215,RET004,RES,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,2026,71.83724509,6,71.84,Calculated from public prices and simulated quantities
ICP000216-202604,ICP000216,RET003,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,2026,72.19885027,6,72.2,Calculated from public prices and simulated quantities
ICP000217-202604,ICP000217,RET001,RES,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,2026,85.75016266,6,85.75,Calculated from public prices and simulated quantities
