consumption_id,icp_id,retailer_id,price_category_code,region,billing_month,charge_at_2025_rates,charge_at_2026_rates,price_change_impact,price_change_impact_pct,analysis_basis
ICP000001-202604,ICP000001,RET002,URES,Selwyn,2026-04,59.00939,67.40923,8.39984,14.23,Same quantities and categories; price schedule changed only
ICP000384-202604,ICP000384,RET001,RES,Christchurch Urban,2026-04,46.62253,54.59137,7.96884,17.09,Same quantities and categories; price schedule changed only
ICP000385-202604,ICP000385,RET003,RSC,Christchurch Urban,2026-04,57.92942,64.70802,6.7786,11.7,Same quantities and categories; price schedule changed only
ICP000386-202604,ICP000386,RET002,RES,Christchurch Urban,2026-04,41.53964,48.66577,7.12613,17.16,Same quantities and categories; price schedule changed only
ICP000387-202604,ICP000387,RET004,URES,Christchurch Urban,2026-04,87.88818,99.56451,11.67633,13.29,Same quantities and categories; price schedule changed only
ICP000388-202604,ICP000388,RET003,RSC,Christchurch Urban,2026-04,86.24133,96.89337,10.65204,12.35,Same quantities and categories; price schedule changed only
ICP000389-202604,ICP000389,RET001,RES,Christchurch Urban,2026-04,50.42033,58.50985,8.08952,16.04,Same quantities and categories; price schedule changed only
ICP000390-202604,ICP000390,RET004,RES,Christchurch Urban,2026-04,69.23225,79.30224,10.06999,14.55,Same quantities and categories; price schedule changed only
ICP000391-202604,ICP000391,RET002,RES,Christchurch Urban,2026-04,47.31407,54.94469,7.63061,16.13,Same quantities and categories; price schedule changed only
ICP000392-202604,ICP000392,RET002,RSU,Christchurch Urban,2026-04,90.37101,99.44918,9.07817,10.05,Same quantities and categories; price schedule changed only
ICP000393-202604,ICP000393,RET002,RES,Christchurch Urban,2026-04,52.24049,60.65103,8.41055,16.1,Same quantities and categories; price schedule changed only
ICP000394-202604,ICP000394,RET001,URES,Christchurch Urban,2026-04,68.91272,78.57707,9.66434,14.02,Same quantities and categories; price schedule changed only
ICP000395-202604,ICP000395,RET001,RES,Christchurch Urban,2026-04,54.27242,62.87241,8.59999,15.85,Same quantities and categories; price schedule changed only
ICP000396-202604,ICP000396,RET003,RES,Christchurch Urban,2026-04,118.25649,133.85165,15.59516,13.19,Same quantities and categories; price schedule changed only
ICP000397-202604,ICP000397,RET004,URES,Christchurch Urban,2026-04,67.49821,76.88401,9.3858,13.91,Same quantities and categories; price schedule changed only
ICP000398-202604,ICP000398,RET003,RSC,Christchurch Urban,2026-04,92.0588,103.18241,11.12361,12.08,Same quantities and categories; price schedule changed only
ICP000399-202604,ICP000399,RET003,RES,Christchurch Urban,2026-04,47.01549,54.88274,7.86725,16.73,Same quantities and categories; price schedule changed only
ICP000400-202604,ICP000400,RET004,RES,Christchurch Urban,2026-04,78.34146,89.38039,11.03893,14.09,Same quantities and categories; price schedule changed only
ICP000401-202604,ICP000401,RET001,RSC,Christchurch Urban,2026-04,62.36679,69.28788,6.92109,11.1,Same quantities and categories; price schedule changed only
ICP000402-202604,ICP000402,RET003,RES,Christchurch Urban,2026-04,62.02185,71.26278,9.24093,14.9,Same quantities and categories; price schedule changed only
ICP000403-202604,ICP000403,RET001,URES,Selwyn,2026-04,63.24009,72.15041,8.91033,14.09,Same quantities and categories; price schedule changed only
ICP000404-202604,ICP000404,RET003,RES,Christchurch Urban,2026-04,43.75527,51.10544,7.35017,16.8,Same quantities and categories; price schedule changed only
ICP000405-202604,ICP000405,RET005,RSC,Christchurch Urban,2026-04,76.27964,85.41956,9.13993,11.98,Same quantities and categories; price schedule changed only
ICP000406-202604,ICP000406,RET002,RES,Christchurch Urban,2026-04,64.48726,74.15891,9.67164,15.0,Same quantities and categories; price schedule changed only
ICP000407-202604,ICP000407,RET001,RSU,Christchurch Urban,2026-04,58.88709,64.84668,5.95959,10.12,Same quantities and categories; price schedule changed only
ICP000408-202604,ICP000408,RET001,RES,Selwyn,2026-04,70.35639,80.51246,10.15607,14.44,Same quantities and categories; price schedule changed only
ICP000409-202604,ICP000409,RET005,RSC,Selwyn,2026-04,65.12434,72.5965,7.47216,11.47,Same quantities and categories; price schedule changed only
ICP000410-202604,ICP000410,RET005,RES,Christchurch Urban,2026-04,81.96829,93.87763,11.90935,14.53,Same quantities and categories; price schedule changed only
ICP000411-202604,ICP000411,RET002,RES,Selwyn,2026-04,48.91805,56.78217,7.86412,16.08,Same quantities and categories; price schedule changed only
ICP000412-202604,ICP000412,RET001,RES,Selwyn,2026-04,76.67815,87.59584,10.91769,14.24,Same quantities and categories; price schedule changed only
ICP000413-202604,ICP000413,RET001,RES,Selwyn,2026-04,48.49733,56.21745,7.72013,15.92,Same quantities and categories; price schedule changed only
ICP000414-202604,ICP000414,RET001,RES,Selwyn,2026-04,73.35326,84.24914,10.89588,14.85,Same quantities and categories; price schedule changed only
ICP000415-202604,ICP000415,RET005,RES,Christchurch Urban,2026-04,66.13427,75.76974,9.63547,14.57,Same quantities and categories; price schedule changed only
ICP000416-202604,ICP000416,RET001,RES,Christchurch Urban,2026-04,63.6226,72.87998,9.25738,14.55,Same quantities and categories; price schedule changed only
ICP000417-202604,ICP000417,RET001,RES,Christchurch Urban,2026-04,60.17018,69.32675,9.15657,15.22,Same quantities and categories; price schedule changed only
ICP000418-202604,ICP000418,RET001,RES,Christchurch Urban,2026-04,60.87217,70.02155,9.14938,15.03,Same quantities and categories; price schedule changed only
ICP000419-202604,ICP000419,RET001,URES,Selwyn,2026-04,47.6948,54.99285,7.29805,15.3,Same quantities and categories; price schedule changed only
ICP000420-202604,ICP000420,RET002,RES,Central Canterbury Rural,2026-04,53.15349,61.51388,8.3604,15.73,Same quantities and categories; price schedule changed only
ICP000421-202604,ICP000421,RET003,RSC,Christchurch Urban,2026-04,77.2887,86.53167,9.24297,11.96,Same quantities and categories; price schedule changed only
ICP000422-202604,ICP000422,RET002,RSC,Christchurch Urban,2026-04,66.79178,74.51934,7.72756,11.57,Same quantities and categories; price schedule changed only
ICP000423-202604,ICP000423,RET001,RES,Selwyn,2026-04,53.07754,61.55534,8.4778,15.97,Same quantities and categories; price schedule changed only
ICP000424-202604,ICP000424,RET001,RES,Christchurch Urban,2026-04,59.75188,68.66003,8.90815,14.91,Same quantities and categories; price schedule changed only
ICP000425-202604,ICP000425,RET004,RES,Christchurch Urban,2026-04,82.45386,93.87452,11.42067,13.85,Same quantities and categories; price schedule changed only
ICP000426-202604,ICP000426,RET001,RES,Christchurch Urban,2026-04,51.41464,59.57319,8.15855,15.87,Same quantities and categories; price schedule changed only
ICP000427-202604,ICP000427,RET001,URES,Selwyn,2026-04,51.38901,59.10654,7.71754,15.02,Same quantities and categories; price schedule changed only
ICP000428-202604,ICP000428,RET004,RES,Christchurch Urban,2026-04,63.1884,72.68065,9.49224,15.02,Same quantities and categories; price schedule changed only
ICP000429-202604,ICP000429,RET001,RES,Christchurch Urban,2026-04,50.49246,58.43457,7.94211,15.73,Same quantities and categories; price schedule changed only
ICP000430-202604,ICP000430,RET002,RES,Selwyn,2026-04,66.29596,76.13123,9.83527,14.84,Same quantities and categories; price schedule changed only
ICP000431-202604,ICP000431,RET002,RES,Christchurch Urban,2026-04,87.09901,99.14221,12.0432,13.83,Same quantities and categories; price schedule changed only
ICP000432-202604,ICP000432,RET002,RES,Selwyn,2026-04,58.79081,67.72562,8.93481,15.2,Same quantities and categories; price schedule changed only
ICP000433-202604,ICP000433,RET002,RES,Christchurch Urban,2026-04,76.72393,87.6349,10.91097,14.22,Same quantities and categories; price schedule changed only
ICP000434-202604,ICP000434,RET002,RES,Central Canterbury Rural,2026-04,65.32918,75.22413,9.89494,15.15,Same quantities and categories; price schedule changed only
ICP000435-202604,ICP000435,RET001,RES,Selwyn,2026-04,46.63093,54.36882,7.73789,16.59,Same quantities and categories; price schedule changed only
ICP000436-202604,ICP000436,RET004,RSC,Christchurch Urban,2026-04,51.76922,57.67241,5.90319,11.4,Same quantities and categories; price schedule changed only
ICP000437-202604,ICP000437,RET001,URES,Christchurch Urban,2026-04,67.49615,77.08921,9.59306,14.21,Same quantities and categories; price schedule changed only
ICP000438-202604,ICP000438,RET004,RES,Christchurch Urban,2026-04,51.20331,59.30845,8.10514,15.83,Same quantities and categories; price schedule changed only
ICP000439-202604,ICP000439,RET001,RES,Christchurch Urban,2026-04,65.29066,75.37951,10.08885,15.45,Same quantities and categories; price schedule changed only
ICP000440-202604,ICP000440,RET001,RSC,Christchurch Urban,2026-04,56.8897,63.57166,6.68195,11.75,Same quantities and categories; price schedule changed only
ICP000441-202604,ICP000441,RET003,RES,Christchurch Urban,2026-04,50.65168,58.6755,8.02383,15.84,Same quantities and categories; price schedule changed only
ICP000442-202604,ICP000442,RET001,RES,Christchurch Urban,2026-04,59.69933,68.94308,9.24375,15.48,Same quantities and categories; price schedule changed only
ICP000443-202604,ICP000443,RET001,RES,Christchurch Urban,2026-04,59.96639,69.07052,9.10413,15.18,Same quantities and categories; price schedule changed only
ICP000444-202604,ICP000444,RET004,RES,Christchurch Urban,2026-04,55.6826,64.19489,8.51229,15.29,Same quantities and categories; price schedule changed only
ICP000445-202604,ICP000445,RET004,RES,Christchurch Urban,2026-04,51.7814,59.93235,8.15095,15.74,Same quantities and categories; price schedule changed only
ICP000446-202604,ICP000446,RET004,RES,Christchurch Urban,2026-04,50.80927,58.78698,7.97771,15.7,Same quantities and categories; price schedule changed only
ICP000447-202604,ICP000447,RET002,RES,Christchurch Urban,2026-04,95.11024,107.81644,12.70619,13.36,Same quantities and categories; price schedule changed only
ICP000448-202604,ICP000448,RET005,RES,Christchurch Urban,2026-04,64.73448,74.30848,9.57399,14.79,Same quantities and categories; price schedule changed only
ICP000449-202604,ICP000449,RET001,URES,Christchurch Urban,2026-04,53.15659,61.00556,7.84897,14.77,Same quantities and categories; price schedule changed only
ICP000450-202604,ICP000450,RET005,RES,Christchurch Urban,2026-04,47.73619,55.65519,7.919,16.59,Same quantities and categories; price schedule changed only
ICP000451-202604,ICP000451,RET003,RES,Christchurch Urban,2026-04,80.61296,91.86546,11.2525,13.96,Same quantities and categories; price schedule changed only
ICP000452-202604,ICP000452,RET001,RES,Christchurch Urban,2026-04,53.58136,62.10627,8.52491,15.91,Same quantities and categories; price schedule changed only
ICP000453-202604,ICP000453,RET004,RES,Selwyn,2026-04,45.32973,52.79461,7.46487,16.47,Same quantities and categories; price schedule changed only
ICP000454-202604,ICP000454,RET002,RES,Christchurch Urban,2026-04,97.92695,111.11955,13.1926,13.47,Same quantities and categories; price schedule changed only
ICP000455-202604,ICP000455,RET002,RES,Christchurch Urban,2026-04,37.88354,44.51757,6.63404,17.51,Same quantities and categories; price schedule changed only
ICP000456-202604,ICP000456,RET001,RES,Christchurch Urban,2026-04,46.0265,53.56699,7.54049,16.38,Same quantities and categories; price schedule changed only
ICP000457-202604,ICP000457,RET001,URES,Christchurch Urban,2026-04,70.73618,80.41506,9.67889,13.68,Same quantities and categories; price schedule changed only
ICP000458-202604,ICP000458,RET001,RES,Christchurch Urban,2026-04,58.45851,67.31577,8.85727,15.15,Same quantities and categories; price schedule changed only
ICP000459-202604,ICP000459,RET001,RSC,Christchurch Urban,2026-04,56.00804,62.61071,6.60267,11.79,Same quantities and categories; price schedule changed only
ICP000460-202604,ICP000460,RET001,RES,Christchurch Urban,2026-04,63.81173,73.27184,9.46011,14.83,Same quantities and categories; price schedule changed only
ICP000461-202604,ICP000461,RET001,RES,Selwyn,2026-04,79.60909,91.05713,11.44805,14.38,Same quantities and categories; price schedule changed only
ICP000462-202604,ICP000462,RET002,RES,Selwyn,2026-04,84.15868,95.93742,11.77874,14.0,Same quantities and categories; price schedule changed only
ICP000463-202604,ICP000463,RET003,RES,Christchurch Urban,2026-04,83.50918,95.11028,11.60109,13.89,Same quantities and categories; price schedule changed only
ICP000464-202604,ICP000464,RET005,RSC,Christchurch Urban,2026-04,84.44903,94.12091,9.67187,11.45,Same quantities and categories; price schedule changed only
ICP000465-202604,ICP000465,RET001,RES,Christchurch Urban,2026-04,81.1455,92.50139,11.35589,13.99,Same quantities and categories; price schedule changed only
ICP000466-202604,ICP000466,RET001,RES,Christchurch Urban,2026-04,60.28776,69.28714,8.99938,14.93,Same quantities and categories; price schedule changed only
ICP000467-202604,ICP000467,RET001,RES,Christchurch Urban,2026-04,63.42065,72.80444,9.3838,14.8,Same quantities and categories; price schedule changed only
ICP000468-202604,ICP000468,RET001,RES,Christchurch Urban,2026-04,61.85721,71.36701,9.50981,15.37,Same quantities and categories; price schedule changed only
ICP000469-202604,ICP000469,RET005,RSC,Selwyn,2026-04,73.12288,81.18504,8.06215,11.03,Same quantities and categories; price schedule changed only
ICP000470-202604,ICP000470,RET002,URES,Christchurch Urban,2026-04,52.47543,60.25877,7.78334,14.83,Same quantities and categories; price schedule changed only
ICP000471-202604,ICP000471,RET001,RSU,Selwyn,2026-04,91.2089,101.21116,10.00226,10.97,Same quantities and categories; price schedule changed only
ICP000472-202604,ICP000472,RET001,RES,Christchurch Urban,2026-04,43.55026,50.91399,7.36373,16.91,Same quantities and categories; price schedule changed only
ICP000473-202604,ICP000473,RET001,RES,Christchurch Urban,2026-04,59.21729,68.16477,8.94749,15.11,Same quantities and categories; price schedule changed only
ICP000474-202604,ICP000474,RET005,RSC,Christchurch Urban,2026-04,101.78248,114.73861,12.95613,12.73,Same quantities and categories; price schedule changed only
ICP000475-202604,ICP000475,RET002,RES,Christchurch Urban,2026-04,68.11018,78.34053,10.23035,15.02,Same quantities and categories; price schedule changed only
ICP000476-202604,ICP000476,RET003,RES,Christchurch Urban,2026-04,52.88989,61.33376,8.44387,15.97,Same quantities and categories; price schedule changed only
ICP000477-202604,ICP000477,RET003,RES,Christchurch Urban,2026-04,72.49476,82.84856,10.3538,14.28,Same quantities and categories; price schedule changed only
ICP000478-202604,ICP000478,RET002,URES,Central Canterbury Rural,2026-04,74.43744,84.68508,10.24764,13.77,Same quantities and categories; price schedule changed only
ICP000479-202604,ICP000479,RET002,RSC,Christchurch Urban,2026-04,78.89687,88.0322,9.13532,11.58,Same quantities and categories; price schedule changed only
ICP000480-202604,ICP000480,RET003,RES,Christchurch Urban,2026-04,44.83847,52.35676,7.51829,16.77,Same quantities and categories; price schedule changed only
ICP000481-202604,ICP000481,RET003,URES,Christchurch Urban,2026-04,61.35956,70.4033,9.04373,14.74,Same quantities and categories; price schedule changed only
ICP000482-202604,ICP000482,RET003,RES,Selwyn,2026-04,56.33212,65.04682,8.71469,15.47,Same quantities and categories; price schedule changed only
ICP000483-202604,ICP000483,RET003,RES,Christchurch Urban,2026-04,82.83753,94.09825,11.26072,13.59,Same quantities and categories; price schedule changed only
ICP000484-202604,ICP000484,RET004,RES,Christchurch Urban,2026-04,50.8394,58.92063,8.08123,15.9,Same quantities and categories; price schedule changed only
ICP000485-202604,ICP000485,RET001,RSC,Selwyn,2026-04,78.13263,87.47223,9.3396,11.95,Same quantities and categories; price schedule changed only
ICP000486-202604,ICP000486,RET001,RES,Christchurch Urban,2026-04,54.50399,63.08179,8.5778,15.74,Same quantities and categories; price schedule changed only
ICP000487-202604,ICP000487,RET003,RES,Selwyn,2026-04,52.47923,60.8059,8.32666,15.87,Same quantities and categories; price schedule changed only
ICP000488-202604,ICP000488,RET003,RES,Selwyn,2026-04,58.84711,67.84942,9.0023,15.3,Same quantities and categories; price schedule changed only
ICP000489-202604,ICP000489,RET003,URES,Selwyn,2026-04,64.4339,73.42439,8.99049,13.95,Same quantities and categories; price schedule changed only
ICP000490-202604,ICP000490,RET004,RSC,Christchurch Urban,2026-04,73.42517,82.35488,8.9297,12.16,Same quantities and categories; price schedule changed only
ICP000491-202604,ICP000491,RET002,RSC,Christchurch Urban,2026-04,72.10391,80.73329,8.62938,11.97,Same quantities and categories; price schedule changed only
ICP000492-202604,ICP000492,RET005,RES,Christchurch Urban,2026-04,58.31424,67.33366,9.01943,15.47,Same quantities and categories; price schedule changed only
ICP000493-202604,ICP000493,RET001,RES,Central Canterbury Rural,2026-04,87.89514,99.8242,11.92906,13.57,Same quantities and categories; price schedule changed only
ICP000494-202604,ICP000494,RET002,RES,Christchurch Urban,2026-04,76.58366,87.68685,11.10318,14.5,Same quantities and categories; price schedule changed only
ICP000495-202604,ICP000495,RET001,RES,Christchurch Urban,2026-04,69.55789,79.72403,10.16614,14.62,Same quantities and categories; price schedule changed only
ICP000496-202604,ICP000496,RET001,RSC,Christchurch Urban,2026-04,80.66742,90.41484,9.74742,12.08,Same quantities and categories; price schedule changed only
ICP000497-202604,ICP000497,RET003,RES,Christchurch Urban,2026-04,37.97377,44.73415,6.76038,17.8,Same quantities and categories; price schedule changed only
ICP000498-202604,ICP000498,RET004,RES,Selwyn,2026-04,62.41611,71.89688,9.48076,15.19,Same quantities and categories; price schedule changed only
ICP000499-202604,ICP000499,RET001,RES,Christchurch Urban,2026-04,71.28709,81.66944,10.38235,14.56,Same quantities and categories; price schedule changed only
ICP000500-202604,ICP000500,RET002,RES,Christchurch Urban,2026-04,47.56784,55.35892,7.79107,16.38,Same quantities and categories; price schedule changed only
ICP000001-202605,ICP000001,RET002,URES,Selwyn,2026-05,56.76125,65.10504,8.34378,14.7,Same quantities and categories; price schedule changed only
ICP000002-202605,ICP000002,RET004,RSC,Christchurch Urban,2026-05,93.28583,105.22737,11.94154,12.8,Same quantities and categories; price schedule changed only
ICP000003-202605,ICP000003,RET001,RES,Christchurch Urban,2026-05,63.23288,72.61762,9.38474,14.84,Same quantities and categories; price schedule changed only
ICP000004-202605,ICP000004,RET003,RES,Christchurch Urban,2026-05,44.88036,52.48007,7.59971,16.93,Same quantities and categories; price schedule changed only
ICP000005-202605,ICP000005,RET001,RES,Christchurch Urban,2026-05,55.8091,64.55071,8.74161,15.66,Same quantities and categories; price schedule changed only
ICP000006-202605,ICP000006,RET005,RSU,Christchurch Urban,2026-05,81.973,90.5574,8.5844,10.47,Same quantities and categories; price schedule changed only
ICP000007-202605,ICP000007,RET001,RSC,Christchurch Urban,2026-05,104.10578,116.84923,12.74345,12.24,Same quantities and categories; price schedule changed only
ICP000008-202605,ICP000008,RET002,RSC,Christchurch Urban,2026-05,68.72746,76.82272,8.09526,11.78,Same quantities and categories; price schedule changed only
ICP000009-202605,ICP000009,RET005,URES,Christchurch Urban,2026-05,64.11518,73.31059,9.19541,14.34,Same quantities and categories; price schedule changed only
ICP000010-202605,ICP000010,RET005,RES,Christchurch Urban,2026-05,46.03753,53.76828,7.73075,16.79,Same quantities and categories; price schedule changed only
ICP000011-202605,ICP000011,RET001,RES,Christchurch Urban,2026-05,61.00244,70.18963,9.18719,15.06,Same quantities and categories; price schedule changed only
ICP000012-202605,ICP000012,RET001,RES,Christchurch Urban,2026-05,64.71698,74.45794,9.74095,15.05,Same quantities and categories; price schedule changed only
ICP000013-202605,ICP000013,RET002,URES,Central Canterbury Rural,2026-05,48.44499,56.01522,7.57023,15.63,Same quantities and categories; price schedule changed only
ICP000014-202605,ICP000014,RET004,RSC,Christchurch Urban,2026-05,105.93218,118.60349,12.67132,11.96,Same quantities and categories; price schedule changed only
ICP000015-202605,ICP000015,RET004,RES,Christchurch Urban,2026-05,39.25649,46.1853,6.92881,17.65,Same quantities and categories; price schedule changed only
ICP000016-202605,ICP000016,RET002,URES,Central Canterbury Rural,2026-05,80.16025,91.36045,11.2002,13.97,Same quantities and categories; price schedule changed only
ICP000017-202605,ICP000017,RET003,RSC,Christchurch Urban,2026-05,62.06571,69.04037,6.97466,11.24,Same quantities and categories; price schedule changed only
ICP000018-202605,ICP000018,RET003,URES,Christchurch Urban,2026-05,46.98671,54.42828,7.44157,15.84,Same quantities and categories; price schedule changed only
ICP000019-202605,ICP000019,RET001,RSU,Christchurch Urban,2026-05,88.7258,98.65638,9.93058,11.19,Same quantities and categories; price schedule changed only
ICP000020-202605,ICP000020,RET001,URES,Selwyn,2026-05,73.46954,83.41497,9.94543,13.54,Same quantities and categories; price schedule changed only
ICP000021-202605,ICP000021,RET005,URES,Christchurch Urban,2026-05,56.32247,64.86519,8.54271,15.17,Same quantities and categories; price schedule changed only
ICP000022-202605,ICP000022,RET002,RSC,Christchurch Urban,2026-05,77.62218,86.57816,8.95598,11.54,Same quantities and categories; price schedule changed only
ICP000023-202605,ICP000023,RET002,RES,Christchurch Urban,2026-05,59.92464,69.1556,9.23096,15.4,Same quantities and categories; price schedule changed only
ICP000024-202605,ICP000024,RET002,RES,Christchurch Urban,2026-05,86.41287,98.67197,12.2591,14.19,Same quantities and categories; price schedule changed only
ICP000025-202605,ICP000025,RET002,RES,Christchurch Urban,2026-05,46.56247,54.19686,7.63439,16.4,Same quantities and categories; price schedule changed only
ICP000026-202605,ICP000026,RET004,RES,Christchurch Urban,2026-05,64.34747,73.86078,9.5133,14.78,Same quantities and categories; price schedule changed only
ICP000027-202605,ICP000027,RET002,RES,Christchurch Urban,2026-05,74.44852,85.20861,10.76009,14.45,Same quantities and categories; price schedule changed only
ICP000028-202605,ICP000028,RET002,RES,Selwyn,2026-05,45.26273,52.88476,7.62203,16.84,Same quantities and categories; price schedule changed only
ICP000029-202605,ICP000029,RET001,RSC,Christchurch Urban,2026-05,101.13616,113.40534,12.26918,12.13,Same quantities and categories; price schedule changed only
ICP000030-202605,ICP000030,RET001,RES,Christchurch Urban,2026-05,68.1293,78.14129,10.01199,14.7,Same quantities and categories; price schedule changed only
ICP000031-202605,ICP000031,RET002,RSU,Selwyn,2026-05,114.14876,126.32483,12.17607,10.67,Same quantities and categories; price schedule changed only
ICP000032-202605,ICP000032,RET004,URES,Christchurch Urban,2026-05,72.8794,82.91501,10.03561,13.77,Same quantities and categories; price schedule changed only
ICP000033-202605,ICP000033,RET002,RES,Christchurch Urban,2026-05,53.99689,62.42677,8.42988,15.61,Same quantities and categories; price schedule changed only
ICP000034-202605,ICP000034,RET004,RES,Christchurch Urban,2026-05,53.52647,62.0493,8.52283,15.92,Same quantities and categories; price schedule changed only
ICP000035-202605,ICP000035,RET005,RSC,Selwyn,2026-05,78.97382,88.13759,9.16377,11.6,Same quantities and categories; price schedule changed only
ICP000036-202605,ICP000036,RET001,RES,Christchurch Urban,2026-05,42.78985,50.03604,7.24619,16.93,Same quantities and categories; price schedule changed only
ICP000037-202605,ICP000037,RET004,RES,Christchurch Urban,2026-05,66.34788,76.10768,9.7598,14.71,Same quantities and categories; price schedule changed only
ICP000038-202605,ICP000038,RET004,RSC,Christchurch Urban,2026-05,85.81617,95.90693,10.09076,11.76,Same quantities and categories; price schedule changed only
ICP000039-202605,ICP000039,RET004,RES,Christchurch Urban,2026-05,70.30521,80.56751,10.2623,14.6,Same quantities and categories; price schedule changed only
ICP000040-202605,ICP000040,RET004,RES,Christchurch Urban,2026-05,58.06719,67.12661,9.05941,15.6,Same quantities and categories; price schedule changed only
ICP000041-202605,ICP000041,RET004,RES,Christchurch Urban,2026-05,45.83637,53.69235,7.85598,17.14,Same quantities and categories; price schedule changed only
ICP000042-202605,ICP000042,RET002,RSC,Christchurch Urban,2026-05,98.67199,110.62083,11.94884,12.11,Same quantities and categories; price schedule changed only
ICP000043-202605,ICP000043,RET001,RSC,Christchurch Urban,2026-05,93.9155,105.14297,11.22747,11.95,Same quantities and categories; price schedule changed only
ICP000044-202605,ICP000044,RET003,URES,Christchurch Urban,2026-05,77.07291,87.40974,10.33683,13.41,Same quantities and categories; price schedule changed only
ICP000045-202605,ICP000045,RET001,RSC,Central Canterbury Rural,2026-05,86.70858,97.02797,10.31939,11.9,Same quantities and categories; price schedule changed only
ICP000046-202605,ICP000046,RET002,RSC,Christchurch Urban,2026-05,71.93434,80.48459,8.55025,11.89,Same quantities and categories; price schedule changed only
ICP000047-202605,ICP000047,RET001,RSU,Christchurch Urban,2026-05,83.36702,92.44113,9.07411,10.88,Same quantities and categories; price schedule changed only
ICP000048-202605,ICP000048,RET002,RES,Christchurch Urban,2026-05,52.91829,61.3586,8.44031,15.95,Same quantities and categories; price schedule changed only
ICP000049-202605,ICP000049,RET001,RES,Christchurch Urban,2026-05,55.36095,63.94604,8.58509,15.51,Same quantities and categories; price schedule changed only
ICP000050-202605,ICP000050,RET004,RES,Christchurch Urban,2026-05,65.56139,75.42359,9.8622,15.04,Same quantities and categories; price schedule changed only
ICP000051-202605,ICP000051,RET004,URES,Christchurch Urban,2026-05,47.64211,55.08733,7.44523,15.63,Same quantities and categories; price schedule changed only
ICP000052-202605,ICP000052,RET001,RSC,Christchurch Urban,2026-05,104.81444,118.03855,13.22411,12.62,Same quantities and categories; price schedule changed only
ICP000053-202605,ICP000053,RET003,RSC,Central Canterbury Rural,2026-05,55.76708,62.21529,6.44822,11.56,Same quantities and categories; price schedule changed only
ICP000054-202605,ICP000054,RET002,RSC,Selwyn,2026-05,73.35831,82.11886,8.76055,11.94,Same quantities and categories; price schedule changed only
ICP000055-202605,ICP000055,RET001,RES,Central Canterbury Rural,2026-05,49.35673,57.50359,8.14686,16.51,Same quantities and categories; price schedule changed only
ICP000056-202605,ICP000056,RET005,URES,Christchurch Urban,2026-05,64.75002,74.19763,9.44761,14.59,Same quantities and categories; price schedule changed only
ICP000057-202605,ICP000057,RET001,RES,Christchurch Urban,2026-05,65.22244,74.97363,9.75119,14.95,Same quantities and categories; price schedule changed only
ICP000058-202605,ICP000058,RET003,RES,Selwyn,2026-05,54.87299,63.63078,8.75779,15.96,Same quantities and categories; price schedule changed only
ICP000059-202605,ICP000059,RET002,RES,Christchurch Urban,2026-05,72.57501,83.10603,10.53102,14.51,Same quantities and categories; price schedule changed only
ICP000060-202605,ICP000060,RET002,RES,Christchurch Urban,2026-05,77.3514,88.29974,10.94834,14.15,Same quantities and categories; price schedule changed only
ICP000061-202605,ICP000061,RET001,RES,Christchurch Urban,2026-05,55.08875,63.90095,8.8122,16.0,Same quantities and categories; price schedule changed only
ICP000062-202605,ICP000062,RET002,RES,Christchurch Urban,2026-05,72.90089,83.37316,10.47227,14.37,Same quantities and categories; price schedule changed only
ICP000063-202605,ICP000063,RET002,RSC,Christchurch Urban,2026-05,96.11364,107.6474,11.53376,12.0,Same quantities and categories; price schedule changed only
ICP000064-202605,ICP000064,RET002,RES,Central Canterbury Rural,2026-05,52.24509,60.49663,8.25154,15.79,Same quantities and categories; price schedule changed only
ICP000065-202605,ICP000065,RET001,RES,Christchurch Urban,2026-05,86.34611,98.29103,11.94492,13.83,Same quantities and categories; price schedule changed only
ICP000066-202605,ICP000066,RET002,RSC,Christchurch Urban,2026-05,92.42637,103.9398,11.51343,12.46,Same quantities and categories; price schedule changed only
ICP000067-202605,ICP000067,RET004,RES,Christchurch Urban,2026-05,67.27674,77.51379,10.23705,15.22,Same quantities and categories; price schedule changed only
ICP000068-202605,ICP000068,RET004,RES,Christchurch Urban,2026-05,49.00633,57.25961,8.25328,16.84,Same quantities and categories; price schedule changed only
ICP000069-202605,ICP000069,RET001,RES,Christchurch Urban,2026-05,44.00907,51.41366,7.40458,16.83,Same quantities and categories; price schedule changed only
ICP000070-202605,ICP000070,RET001,RES,Christchurch Urban,2026-05,41.2539,48.46884,7.21494,17.49,Same quantities and categories; price schedule changed only
ICP000071-202605,ICP000071,RET002,RES,Christchurch Urban,2026-05,53.01359,61.64103,8.62744,16.27,Same quantities and categories; price schedule changed only
ICP000072-202605,ICP000072,RET004,RSC,Christchurch Urban,2026-05,115.09795,129.06126,13.96331,12.13,Same quantities and categories; price schedule changed only
ICP000073-202605,ICP000073,RET002,RSC,Central Canterbury Rural,2026-05,85.2001,95.53757,10.33747,12.13,Same quantities and categories; price schedule changed only
ICP000074-202605,ICP000074,RET003,RES,Christchurch Urban,2026-05,83.68632,95.29221,11.6059,13.87,Same quantities and categories; price schedule changed only
ICP000075-202605,ICP000075,RET003,RES,Christchurch Urban,2026-05,58.8696,68.075,9.2054,15.64,Same quantities and categories; price schedule changed only
