consumption_id,icp_id,retailer_id,connection_group,control_type,price_category_code,region,billing_month,billing_period_start,billing_period_end,icp_days,component_name,quantity,quantity_unit,price_year,effective_from,effective_to,component_code,delivery_price,unit,price_effective_for_period,expected_charge_unrounded,expected_charge_display,data_origin
ICP000287-202604,ICP000287,RET005,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Fixed Daily Charge,30.0,connection days,2026,2026-04-01,,RSCCFXD,1.1243,$/con/day,True,33.729,33.729,Calculated from public prices and simulated quantities
ICP000287-202604,ICP000287,RET005,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Off Peak,45.489,kWh,2026,2026-04-01,,RSCCOP,0.00657,$/kWh,True,0.29886273,0.29886,Calculated from public prices and simulated quantities
ICP000287-202604,ICP000287,RET005,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Peak,272.303,kWh,2026,2026-04-01,,RSCCP,0.14192,$/kWh,True,38.64524176,38.64524,Calculated from public prices and simulated quantities
ICP000287-202604,ICP000287,RET005,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Shoulder,336.678,kWh,2026,2026-04-01,,RSCCSH,0.07993,$/kWh,True,26.91067254,26.91067,Calculated from public prices and simulated quantities
ICP000287-202604,ICP000287,RET005,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Super Off Peak,6.568,kWh,2026,2026-04-01,,RSCCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000287-202604,ICP000287,RET005,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Weekend,168.618,kWh,2026,2026-04-01,,RSCCWKD,0.03636,$/kWh,True,6.13095048,6.13095,Calculated from public prices and simulated quantities
ICP000288-202604,ICP000288,RET002,Residential Standard User,Uncontrolled,RSU,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Fixed Daily Charge,30.0,connection days,2026,2026-04-01,,RSUUFXD,1.2501,$/con/day,True,37.503,37.503,Calculated from public prices and simulated quantities
ICP000288-202604,ICP000288,RET002,Residential Standard User,Uncontrolled,RSU,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Off Peak,87.345,kWh,2026,2026-04-01,,RSUUOP,0.00657,$/kWh,True,0.57385665,0.57386,Calculated from public prices and simulated quantities
ICP000288-202604,ICP000288,RET002,Residential Standard User,Uncontrolled,RSU,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Peak,75.768,kWh,2026,2026-04-01,,RSUUP,0.14192,$/kWh,True,10.75299456,10.75299,Calculated from public prices and simulated quantities
ICP000288-202604,ICP000288,RET002,Residential Standard User,Uncontrolled,RSU,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Shoulder,284.721,kWh,2026,2026-04-01,,RSUUSH,0.07993,$/kWh,True,22.75774953,22.75775,Calculated from public prices and simulated quantities
ICP000288-202604,ICP000288,RET002,Residential Standard User,Uncontrolled,RSU,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Super Off Peak,27.703,kWh,2026,2026-04-01,,RSUUSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000288-202604,ICP000288,RET002,Residential Standard User,Uncontrolled,RSU,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Weekend,137.064,kWh,2026,2026-04-01,,RSUUWKD,0.03636,$/kWh,True,4.98364704,4.98365,Calculated from public prices and simulated quantities
ICP000289-202604,ICP000289,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Fixed Daily Charge,30.0,connection days,2026,2026-04-01,,RESCFXD,0.7572,$/con/day,True,22.716,22.716,Calculated from public prices and simulated quantities
ICP000289-202604,ICP000289,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Off Peak,186.776,kWh,2026,2026-04-01,,RESCOP,0.00829,$/kWh,True,1.5483730400000002,1.54837,Calculated from public prices and simulated quantities
ICP000289-202604,ICP000289,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Peak,46.8,kWh,2026,2026-04-01,,RESCP,0.17251,$/kWh,True,8.073468,8.07347,Calculated from public prices and simulated quantities
ICP000289-202604,ICP000289,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Shoulder,126.679,kWh,2026,2026-04-01,,RESCSH,0.10011,$/kWh,True,12.68183469,12.68183,Calculated from public prices and simulated quantities
ICP000289-202604,ICP000289,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Super Off Peak,17.505,kWh,2026,2026-04-01,,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000289-202604,ICP000289,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Weekend,115.422,kWh,2026,2026-04-01,,RESCWKD,0.045,$/kWh,True,5.193989999999999,5.19399,Calculated from public prices and simulated quantities
ICP000290-202604,ICP000290,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Fixed Daily Charge,30.0,connection days,2026,2026-04-01,,RESCFXD,0.7572,$/con/day,True,22.716,22.716,Calculated from public prices and simulated quantities
ICP000290-202604,ICP000290,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Off Peak,118.865,kWh,2026,2026-04-01,,RESCOP,0.00829,$/kWh,True,0.98539085,0.98539,Calculated from public prices and simulated quantities
ICP000290-202604,ICP000290,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Peak,89.675,kWh,2026,2026-04-01,,RESCP,0.17251,$/kWh,True,15.46983425,15.46983,Calculated from public prices and simulated quantities
ICP000290-202604,ICP000290,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Shoulder,104.01,kWh,2026,2026-04-01,,RESCSH,0.10011,$/kWh,True,10.4124411,10.41244,Calculated from public prices and simulated quantities
ICP000290-202604,ICP000290,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Super Off Peak,115.199,kWh,2026,2026-04-01,,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000290-202604,ICP000290,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Weekend,156.429,kWh,2026,2026-04-01,,RESCWKD,0.045,$/kWh,True,7.039305,7.0393,Calculated from public prices and simulated quantities
ICP000291-202604,ICP000291,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Fixed Daily Charge,30.0,connection days,2026,2026-04-01,,RESCFXD,0.7572,$/con/day,True,22.716,22.716,Calculated from public prices and simulated quantities
ICP000291-202604,ICP000291,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Off Peak,48.322,kWh,2026,2026-04-01,,RESCOP,0.00829,$/kWh,True,0.40058938000000005,0.40059,Calculated from public prices and simulated quantities
ICP000291-202604,ICP000291,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Peak,137.345,kWh,2026,2026-04-01,,RESCP,0.17251,$/kWh,True,23.69338595,23.69339,Calculated from public prices and simulated quantities
ICP000291-202604,ICP000291,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Shoulder,108.301,kWh,2026,2026-04-01,,RESCSH,0.10011,$/kWh,True,10.84201311,10.84201,Calculated from public prices and simulated quantities
ICP000291-202604,ICP000291,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Super Off Peak,87.017,kWh,2026,2026-04-01,,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000291-202604,ICP000291,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Weekend,99.336,kWh,2026,2026-04-01,,RESCWKD,0.045,$/kWh,True,4.47012,4.47012,Calculated from public prices and simulated quantities
ICP000292-202604,ICP000292,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Fixed Daily Charge,30.0,connection days,2026,2026-04-01,,RESCFXD,0.7572,$/con/day,True,22.716,22.716,Calculated from public prices and simulated quantities
ICP000292-202604,ICP000292,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Off Peak,63.801,kWh,2026,2026-04-01,,RESCOP,0.00829,$/kWh,True,0.52891029,0.52891,Calculated from public prices and simulated quantities
ICP000292-202604,ICP000292,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Peak,77.041,kWh,2026,2026-04-01,,RESCP,0.17251,$/kWh,True,13.29034291,13.29034,Calculated from public prices and simulated quantities
ICP000292-202604,ICP000292,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Shoulder,54.714,kWh,2026,2026-04-01,,RESCSH,0.10011,$/kWh,True,5.47741854,5.47742,Calculated from public prices and simulated quantities
ICP000292-202604,ICP000292,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Super Off Peak,10.188,kWh,2026,2026-04-01,,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000292-202604,ICP000292,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Weekend,145.708,kWh,2026,2026-04-01,,RESCWKD,0.045,$/kWh,True,6.5568599999999995,6.55686,Calculated from public prices and simulated quantities
ICP000293-202604,ICP000293,RET002,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Fixed Daily Charge,30.0,connection days,2026,2026-04-01,,RSCCFXD,1.1243,$/con/day,True,33.729,33.729,Calculated from public prices and simulated quantities
ICP000293-202604,ICP000293,RET002,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Off Peak,79.98,kWh,2026,2026-04-01,,RSCCOP,0.00657,$/kWh,True,0.5254686000000001,0.52547,Calculated from public prices and simulated quantities
ICP000293-202604,ICP000293,RET002,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Peak,231.958,kWh,2026,2026-04-01,,RSCCP,0.14192,$/kWh,True,32.91947936,32.91948,Calculated from public prices and simulated quantities
ICP000293-202604,ICP000293,RET002,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Shoulder,126.703,kWh,2026,2026-04-01,,RSCCSH,0.07993,$/kWh,True,10.12737079,10.12737,Calculated from public prices and simulated quantities
ICP000293-202604,ICP000293,RET002,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Super Off Peak,1.015,kWh,2026,2026-04-01,,RSCCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000293-202604,ICP000293,RET002,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Weekend,274.469,kWh,2026,2026-04-01,,RSCCWKD,0.03636,$/kWh,True,9.97969284,9.97969,Calculated from public prices and simulated quantities
ICP000294-202604,ICP000294,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Fixed Daily Charge,30.0,connection days,2026,2026-04-01,,RESCFXD,0.7572,$/con/day,True,22.716,22.716,Calculated from public prices and simulated quantities
ICP000294-202604,ICP000294,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Off Peak,245.731,kWh,2026,2026-04-01,,RESCOP,0.00829,$/kWh,True,2.0371099900000003,2.03711,Calculated from public prices and simulated quantities
ICP000294-202604,ICP000294,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Peak,50.507,kWh,2026,2026-04-01,,RESCP,0.17251,$/kWh,True,8.71296257,8.71296,Calculated from public prices and simulated quantities
ICP000294-202604,ICP000294,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Shoulder,183.274,kWh,2026,2026-04-01,,RESCSH,0.10011,$/kWh,True,18.347560140000002,18.34756,Calculated from public prices and simulated quantities
ICP000294-202604,ICP000294,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Super Off Peak,2.795,kWh,2026,2026-04-01,,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000294-202604,ICP000294,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Weekend,136.694,kWh,2026,2026-04-01,,RESCWKD,0.045,$/kWh,True,6.151229999999999,6.15123,Calculated from public prices and simulated quantities
ICP000295-202604,ICP000295,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Fixed Daily Charge,30.0,connection days,2026,2026-04-01,,RESCFXD,0.7572,$/con/day,True,22.716,22.716,Calculated from public prices and simulated quantities
ICP000295-202604,ICP000295,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Off Peak,44.039,kWh,2026,2026-04-01,,RESCOP,0.00829,$/kWh,True,0.36508331000000005,0.36508,Calculated from public prices and simulated quantities
ICP000295-202604,ICP000295,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Peak,203.84,kWh,2026,2026-04-01,,RESCP,0.17251,$/kWh,True,35.1644384,35.16444,Calculated from public prices and simulated quantities
ICP000295-202604,ICP000295,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Shoulder,79.494,kWh,2026,2026-04-01,,RESCSH,0.10011,$/kWh,True,7.9581443400000005,7.95814,Calculated from public prices and simulated quantities
ICP000295-202604,ICP000295,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Super Off Peak,2.506,kWh,2026,2026-04-01,,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000295-202604,ICP000295,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Weekend,156.727,kWh,2026,2026-04-01,,RESCWKD,0.045,$/kWh,True,7.052715,7.05272,Calculated from public prices and simulated quantities
ICP000296-202604,ICP000296,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Fixed Daily Charge,30.0,connection days,2026,2026-04-01,,RESCFXD,0.7572,$/con/day,True,22.716,22.716,Calculated from public prices and simulated quantities
ICP000296-202604,ICP000296,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Off Peak,209.848,kWh,2026,2026-04-01,,RESCOP,0.00829,$/kWh,True,1.7396399200000001,1.73964,Calculated from public prices and simulated quantities
ICP000296-202604,ICP000296,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Peak,133.89,kWh,2026,2026-04-01,,RESCP,0.17251,$/kWh,True,23.097363899999998,23.09736,Calculated from public prices and simulated quantities
ICP000296-202604,ICP000296,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Shoulder,119.914,kWh,2026,2026-04-01,,RESCSH,0.10011,$/kWh,True,12.00459054,12.00459,Calculated from public prices and simulated quantities
ICP000296-202604,ICP000296,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Super Off Peak,33.3,kWh,2026,2026-04-01,,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000296-202604,ICP000296,RET002,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Weekend,270.99,kWh,2026,2026-04-01,,RESCWKD,0.045,$/kWh,True,12.19455,12.19455,Calculated from public prices and simulated quantities
ICP000297-202604,ICP000297,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Fixed Daily Charge,30.0,connection days,2026,2026-04-01,,RESCFXD,0.7572,$/con/day,True,22.716,22.716,Calculated from public prices and simulated quantities
ICP000297-202604,ICP000297,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Off Peak,104.982,kWh,2026,2026-04-01,,RESCOP,0.00829,$/kWh,True,0.87030078,0.8703,Calculated from public prices and simulated quantities
ICP000297-202604,ICP000297,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Peak,74.488,kWh,2026,2026-04-01,,RESCP,0.17251,$/kWh,True,12.84992488,12.84992,Calculated from public prices and simulated quantities
ICP000297-202604,ICP000297,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Shoulder,136.376,kWh,2026,2026-04-01,,RESCSH,0.10011,$/kWh,True,13.65260136,13.6526,Calculated from public prices and simulated quantities
ICP000297-202604,ICP000297,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Super Off Peak,0.197,kWh,2026,2026-04-01,,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000297-202604,ICP000297,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Weekend,159.215,kWh,2026,2026-04-01,,RESCWKD,0.045,$/kWh,True,7.164675,7.16468,Calculated from public prices and simulated quantities
ICP000298-202604,ICP000298,RET003,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Fixed Daily Charge,30.0,connection days,2026,2026-04-01,,URESUFXD,0.9,$/con/day,True,27.0,27.0,Calculated from public prices and simulated quantities
ICP000298-202604,ICP000298,RET003,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Off Peak,30.408,kWh,2026,2026-04-01,,URESUOP,0.00829,$/kWh,True,0.25208232,0.25208,Calculated from public prices and simulated quantities
ICP000298-202604,ICP000298,RET003,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Peak,119.617,kWh,2026,2026-04-01,,URESUP,0.17251,$/kWh,True,20.63512867,20.63513,Calculated from public prices and simulated quantities
ICP000298-202604,ICP000298,RET003,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Shoulder,149.386,kWh,2026,2026-04-01,,URESUSH,0.10011,$/kWh,True,14.95503246,14.95503,Calculated from public prices and simulated quantities
ICP000298-202604,ICP000298,RET003,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Super Off Peak,8.385,kWh,2026,2026-04-01,,URESUSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000298-202604,ICP000298,RET003,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Weekend,139.227,kWh,2026,2026-04-01,,URESUWKD,0.045,$/kWh,True,6.2652149999999995,6.26522,Calculated from public prices and simulated quantities
ICP000299-202604,ICP000299,RET002,Residential Low User,Controlled,RES,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,Fixed Daily Charge,30.0,connection days,2026,2026-04-01,,RESCFXD,0.7572,$/con/day,True,22.716,22.716,Calculated from public prices and simulated quantities
ICP000299-202604,ICP000299,RET002,Residential Low User,Controlled,RES,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,Off Peak,119.038,kWh,2026,2026-04-01,,RESCOP,0.00829,$/kWh,True,0.98682502,0.98683,Calculated from public prices and simulated quantities
ICP000299-202604,ICP000299,RET002,Residential Low User,Controlled,RES,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,Peak,226.067,kWh,2026,2026-04-01,,RESCP,0.17251,$/kWh,True,38.99881817,38.99882,Calculated from public prices and simulated quantities
ICP000299-202604,ICP000299,RET002,Residential Low User,Controlled,RES,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,Shoulder,127.494,kWh,2026,2026-04-01,,RESCSH,0.10011,$/kWh,True,12.76342434,12.76342,Calculated from public prices and simulated quantities
ICP000299-202604,ICP000299,RET002,Residential Low User,Controlled,RES,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,Super Off Peak,16.968,kWh,2026,2026-04-01,,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000299-202604,ICP000299,RET002,Residential Low User,Controlled,RES,Central Canterbury Rural,2026-04,2026-04-01,2026-04-30,30,Weekend,183.906,kWh,2026,2026-04-01,,RESCWKD,0.045,$/kWh,True,8.27577,8.27577,Calculated from public prices and simulated quantities
ICP000300-202604,ICP000300,RET005,Residential Low User,Controlled,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,Fixed Daily Charge,30.0,connection days,2026,2026-04-01,,RESCFXD,0.7572,$/con/day,True,22.716,22.716,Calculated from public prices and simulated quantities
ICP000300-202604,ICP000300,RET005,Residential Low User,Controlled,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,Off Peak,64.546,kWh,2026,2026-04-01,,RESCOP,0.00829,$/kWh,True,0.5350863400000001,0.53509,Calculated from public prices and simulated quantities
ICP000300-202604,ICP000300,RET005,Residential Low User,Controlled,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,Peak,155.659,kWh,2026,2026-04-01,,RESCP,0.17251,$/kWh,True,26.85273409,26.85273,Calculated from public prices and simulated quantities
ICP000300-202604,ICP000300,RET005,Residential Low User,Controlled,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,Shoulder,241.621,kWh,2026,2026-04-01,,RESCSH,0.10011,$/kWh,True,24.188678310000004,24.18868,Calculated from public prices and simulated quantities
ICP000300-202604,ICP000300,RET005,Residential Low User,Controlled,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,Super Off Peak,46.726,kWh,2026,2026-04-01,,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000300-202604,ICP000300,RET005,Residential Low User,Controlled,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,Weekend,152.481,kWh,2026,2026-04-01,,RESCWKD,0.045,$/kWh,True,6.861644999999999,6.86164,Calculated from public prices and simulated quantities
ICP000301-202604,ICP000301,RET001,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Fixed Daily Charge,30.0,connection days,2026,2026-04-01,,URESUFXD,0.9,$/con/day,True,27.0,27.0,Calculated from public prices and simulated quantities
ICP000301-202604,ICP000301,RET001,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Off Peak,36.615,kWh,2026,2026-04-01,,URESUOP,0.00829,$/kWh,True,0.30353835,0.30354,Calculated from public prices and simulated quantities
ICP000301-202604,ICP000301,RET001,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Peak,96.901,kWh,2026,2026-04-01,,URESUP,0.17251,$/kWh,True,16.716391509999998,16.71639,Calculated from public prices and simulated quantities
ICP000301-202604,ICP000301,RET001,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Shoulder,143.54,kWh,2026,2026-04-01,,URESUSH,0.10011,$/kWh,True,14.3697894,14.36979,Calculated from public prices and simulated quantities
ICP000301-202604,ICP000301,RET001,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Super Off Peak,28.826,kWh,2026,2026-04-01,,URESUSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000301-202604,ICP000301,RET001,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Weekend,152.454,kWh,2026,2026-04-01,,URESUWKD,0.045,$/kWh,True,6.86043,6.86043,Calculated from public prices and simulated quantities
ICP000302-202604,ICP000302,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Fixed Daily Charge,30.0,connection days,2026,2026-04-01,,RESCFXD,0.7572,$/con/day,True,22.716,22.716,Calculated from public prices and simulated quantities
ICP000302-202604,ICP000302,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Off Peak,70.52,kWh,2026,2026-04-01,,RESCOP,0.00829,$/kWh,True,0.5846108,0.58461,Calculated from public prices and simulated quantities
ICP000302-202604,ICP000302,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Peak,38.154,kWh,2026,2026-04-01,,RESCP,0.17251,$/kWh,True,6.581946540000001,6.58195,Calculated from public prices and simulated quantities
ICP000302-202604,ICP000302,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Shoulder,176.683,kWh,2026,2026-04-01,,RESCSH,0.10011,$/kWh,True,17.68773513,17.68774,Calculated from public prices and simulated quantities
ICP000302-202604,ICP000302,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Super Off Peak,23.326,kWh,2026,2026-04-01,,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000302-202604,ICP000302,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2026-04,2026-04-01,2026-04-30,30,Weekend,84.445,kWh,2026,2026-04-01,,RESCWKD,0.045,$/kWh,True,3.8000249999999998,3.80002,Calculated from public prices and simulated quantities
ICP000303-202604,ICP000303,RET005,Residential Low User,Controlled,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,Fixed Daily Charge,30.0,connection days,2026,2026-04-01,,RESCFXD,0.7572,$/con/day,True,22.716,22.716,Calculated from public prices and simulated quantities
ICP000303-202604,ICP000303,RET005,Residential Low User,Controlled,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,Off Peak,26.662,kWh,2026,2026-04-01,,RESCOP,0.00829,$/kWh,True,0.22102798,0.22103,Calculated from public prices and simulated quantities
ICP000303-202604,ICP000303,RET005,Residential Low User,Controlled,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,Peak,160.526,kWh,2026,2026-04-01,,RESCP,0.17251,$/kWh,True,27.69234026,27.69234,Calculated from public prices and simulated quantities
ICP000303-202604,ICP000303,RET005,Residential Low User,Controlled,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,Shoulder,187.132,kWh,2026,2026-04-01,,RESCSH,0.10011,$/kWh,True,18.73378452,18.73378,Calculated from public prices and simulated quantities
ICP000303-202604,ICP000303,RET005,Residential Low User,Controlled,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,Super Off Peak,79.048,kWh,2026,2026-04-01,,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities
ICP000303-202604,ICP000303,RET005,Residential Low User,Controlled,RES,Selwyn,2026-04,2026-04-01,2026-04-30,30,Weekend,163.271,kWh,2026,2026-04-01,,RESCWKD,0.045,$/kWh,True,7.347194999999999,7.34719,Calculated from public prices and simulated quantities
